classid,frameset,domain,links,javascript.encode,replace,blank_ratio,refresh,dispatchevent,parseInt,.dll,malware_word,id,emp,clearattributes,phishing,img,script,vbscript,document.cookie,length,jscript.encode,split,addeventlistener,.ini,firevent,fromcharcode,window.location,shell,aver_length,attachevent,eval(,escape(,embed,unescape(,document.location,open(,ips,setinterval,insertadjacentelement,document.writeln,.tmp,bad,iframe,Assignment,window.open,document.write,settimeout,objected,.exe
1.0,0.0,57.0,65.0,0.0,0.0,0.367607502,0.0,0.0,1.0,0.0,0.0,293473.0,49609.0,0.0,0.0,222.0,23.0,0.0,0.0,9752.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1219.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,9.0,0.0,0.0,0.0
0.0,0.0,34.0,67.0,0.0,0.0,0.203299685,0.0,0.0,1.0,0.0,0.0,293638.0,1873.0,0.0,0.0,12.0,22.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,33.0,0.0,0.0,0.207742537,0.0,0.0,0.0,0.0,2.0,293773.0,2227.0,0.0,0.0,29.0,19.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,9.0,16.0,0.0,2.0,0.590564836,0.0,0.0,0.0,0.0,0.0,294017.0,254048.0,0.0,0.0,17.0,59.0,0.0,0.0,7429.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1485.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,24.0,0.0,0.0,0.362009341,0.0,0.0,0.0,0.0,0.0,294439.0,60924.0,0.0,0.0,460.0,42.0,0.0,0.0,4130.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,688.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,10.0,37.0,0.0,0.0,0.609394707,0.0,0.0,0.0,0.0,0.0,294492.0,114994.0,0.0,0.0,60.0,43.0,0.0,0.0,1955.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,0.0,0.0,0.200657895,0.0,0.0,1.0,0.0,0.0,294731.0,915.0,0.0,0.0,0.0,4.0,0.0,0.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,19.0,0.0,0.0,0.131775361,0.0,0.0,0.0,1.0,0.0,294841.0,21010.0,0.0,0.0,19.0,42.0,0.0,0.0,2085.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,49.0,49.0,0.0,0.0,0.137730197,0.0,0.0,0.0,0.0,0.0,295082.0,2483.0,0.0,0.0,44.0,26.0,0.0,0.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,412.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,9.0,0.0,0.0,0.0
0.0,0.0,63.0,90.0,0.0,0.0,0.170830676,0.0,0.0,0.0,0.0,3.0,295114.0,2947.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,33.0,0.0,0.0,0.220853161,0.0,0.0,0.0,0.0,3.0,295638.0,2599.0,0.0,0.0,29.0,19.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,9.0,16.0,0.0,2.0,0.577573577,0.0,0.0,0.0,0.0,0.0,295749.0,262167.0,0.0,0.0,24.0,94.0,0.0,0.0,11079.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1582.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,116.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,41.0,42.0,0.0,0.0,0.145309923,0.0,0.0,0.0,0.0,2.0,295928.0,1498.0,0.0,0.0,13.0,19.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,18.0,48.0,0.0,0.0,0.078477444,0.0,0.0,0.0,0.0,0.0,296005.0,668.0,0.0,0.0,4.0,32.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.115220049,0.0,0.0,0.0,0.0,0.0,296008.0,754.0,0.0,0.0,5.0,8.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,12.0,0.0,0.0,0.562507653,0.0,0.0,0.0,0.0,0.0,296192.0,36752.0,0.0,0.0,51.0,43.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,98.0,0.0,14.0,0.258914494,0.0,0.0,0.0,0.0,0.0,296443.0,51234.0,0.0,0.0,234.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,305.0,0.0,0.0,0.606316261,0.0,0.0,0.0,0.0,1.0,296444.0,154299.0,0.0,0.0,141.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,64.0,96.0,0.0,0.0,0.191620568,0.0,0.0,1.0,0.0,0.0,296687.0,14791.0,0.0,0.0,29.0,32.0,0.0,0.0,4431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,372.0,0.0,2.0,0.379883792,0.0,0.0,2.0,0.0,1.0,296727.0,84863.0,0.0,0.0,410.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,6.0,0.0,0.0,0.063621876,0.0,0.0,0.0,0.0,0.0,296837.0,1517.0,0.0,0.0,6.0,25.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,12.0,0.0,0.0,0.0
0.0,0.0,6.0,174.0,0.0,0.0,0.120641653,0.0,0.0,0.0,0.0,0.0,296845.0,12913.0,0.0,0.0,442.0,42.0,0.0,0.0,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.008329779,0.0,0.0,1.0,0.0,0.0,297259.0,332.0,0.0,0.0,2.0,5.0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.0,19.0,0.0,0.0,0.023115578,0.0,0.0,0.0,0.0,0.0,297260.0,46.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,46.0,57.0,0.0,0.0,0.115815909,0.0,0.0,0.0,0.0,0.0,297393.0,1983.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,18.0,0.0,0.0,0.131468411,0.0,0.0,0.0,1.0,0.0,297440.0,21346.0,0.0,0.0,17.0,42.0,0.0,0.0,2085.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,13.0,14.0,0.0,0.0,0.173145838,0.0,0.0,1.0,0.0,2.0,297490.0,3817.0,0.0,0.0,9.0,31.0,0.0,0.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,25.0,26.0,0.0,0.0,0.086287893,0.0,0.0,0.0,0.0,5.0,297582.0,20884.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,360.0,0.0,0.0,0.336936326,0.0,0.0,0.0,0.0,0.0,297631.0,30829.0,0.0,0.0,132.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,33.0,0.0,0.0,0.194779514,0.0,0.0,0.0,0.0,2.0,297838.0,1970.0,0.0,0.0,25.0,19.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,11.0,76.0,0.0,0.0,0.043301936,0.0,0.0,0.0,0.0,6.0,297843.0,331.0,0.0,0.0,21.0,6.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,3.0,3.0,0.0,0.0,0.152293825,0.0,0.0,0.0,0.0,1.0,297913.0,1132.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,6.0,51.0,0.0,0.0,0.163913338,0.0,0.0,0.0,0.0,5.0,298133.0,2421.0,0.0,0.0,2.0,36.0,0.0,0.0,1759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,6.0,0.0,0.0,0.0
0.0,0.0,25.0,222.0,0.0,0.0,0.265668703,0.0,0.0,0.0,0.0,2.0,298274.0,35619.0,0.0,0.0,80.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,3.0,11.0,0.0,0.0,0.292350844,0.0,0.0,0.0,0.0,2.0,298307.0,10006.0,0.0,0.0,10.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,33.0,0.0,0.0,0.18304737,0.0,0.0,0.0,0.0,3.0,298382.0,1963.0,0.0,0.0,25.0,19.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,4.0,6.0,0.0,0.0,0.114959469,0.0,0.0,0.0,0.0,0.0,298534.0,936.0,0.0,0.0,1.0,35.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,3.0,3.0,0.0,0.0,0.151225053,0.0,0.0,0.0,0.0,0.0,298631.0,932.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,10.0,0.0,14.0,0.300911815,0.0,0.0,0.0,0.0,0.0,298680.0,23101.0,0.0,0.0,83.0,77.0,0.0,0.0,20721.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6907.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.192300708,0.0,0.0,0.0,0.0,0.0,298806.0,1059.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,13.0,0.0,0.0,0.091617292,0.0,0.0,0.0,0.0,3.0,298815.0,835.0,0.0,0.0,22.0,23.0,0.0,0.0,2926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,0.0,0.0,0.172944013,0.0,0.0,0.0,0.0,1.0,298926.0,3228.0,0.0,0.0,11.0,10.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,4.0,32.0,0.0,0.0,0.240141548,0.0,0.0,0.0,0.0,0.0,298968.0,12758.0,0.0,0.0,168.0,55.0,0.0,0.0,4389.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,877.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,4.0,5.0,0.0,14.0,0.104391861,0.0,0.0,0.0,0.0,0.0,298985.0,4597.0,0.0,0.0,29.0,104.0,0.0,0.0,19176.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1598.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0,0.0,0.0,0.287250996,0.0,0.0,0.0,0.0,0.0,299202.0,721.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1.0,0.0,304.0,346.0,0.0,0.0,0.111542677,0.0,0.0,2.0,0.0,0.0,299290.0,6921.0,0.0,0.0,86.0,13.0,0.0,0.0,3834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,3.0,0.0,0.0,0.0
0.0,0.0,5.0,335.0,0.0,0.0,0.300988312,0.0,0.0,0.0,0.0,0.0,299309.0,35358.0,0.0,0.0,195.0,129.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,33.0,33.0,0.0,0.0,0.217017368,0.0,0.0,0.0,0.0,3.0,299649.0,2599.0,0.0,0.0,29.0,19.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,30.0,81.0,0.0,8.0,0.168077113,0.0,0.0,0.0,0.0,4.0,299651.0,4429.0,0.0,0.0,8.0,31.0,0.0,1.0,7197.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.212987013,0.0,0.0,0.0,0.0,0.0,299657.0,1148.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,281.0,285.0,0.0,0.0,0.145875348,0.0,0.0,0.0,0.0,5.0,299674.0,3038.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,344.0,376.0,0.0,0.0,0.049543357,0.0,0.0,0.0,0.0,0.0,299805.0,7893.0,0.0,0.0,130.0,56.0,0.0,0.0,4867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1072.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,4.0,5.0,0.0,0.0,0.0
0.0,0.0,5.0,5.0,0.0,14.0,0.098800809,0.0,0.0,0.0,0.0,0.0,299957.0,5034.0,0.0,0.0,25.0,110.0,0.0,0.0,17729.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1363.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0,0.0,0.0,0.24803431,0.0,0.0,0.0,0.0,0.0,300016.0,694.0,0.0,0.0,2.0,9.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.038954382,0.0,0.0,0.0,0.0,0.0,300489.0,152.0,0.0,0.0,3.0,6.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.170495684,0.0,0.0,8.0,0.0,0.0,300508.0,2449.0,0.0,0.0,40.0,28.0,0.0,0.0,4296.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0
